Customer_Ref,Marital Status,Gender,Annual Income,Total Children,EducationLevel,Occupation,Age,Home Owner,,
customer28461,S,m,"£71,510",1,Bachelors,Skilled Manual,44,N,,
customer28462,S,f,"£79,081",2,Partial High School,Management,22,Y,,
customer28463,S,f,"£50,974",0,High School,Management,39,N,,
customer28464,M,f,"£85,285",1,Graduate Degree,Management,42,Y,,
customer28465,M,m,"£45,189",5,Graduate Degree,Professional,42,N,,
customer28466,M,m,"£39,615",3,Partial High School,Skilled Manual,36,Y,,
customer28467,M,f,"£86,159",4,Partial College,Clerical,40,Y,,
customer28468,M,f,"£53,138",4,Partial High School,Skilled Manual,41,Y,,
customer28469,M,f,"£32,076",3,Graduate Degree,Management,33,N,,
customer28470,M,m,"£47,609",3,Partial College,Professional,34,N,,
customer28471,S,f,"£48,235",2,High School,Skilled Manual,39,N,,
customer28472,S,m,"£47,344",5,Partial College,Clerical,52,N,,
customer28473,M,f,"£33,546",3,Partial High School,Skilled Manual,31,Y,,
customer28474,M,m,"£83,026",2,Graduate Degree,Management,38,Y,,
customer28475,S,f,"£88,091",0,Partial High School,Skilled Manual,37,N,,
customer28476,M,f,"£48,325",3,Graduate Degree,Manual,51,N,,
customer28477,M,m,"£59,116",3,Bachelors,Clerical,43,N,,
customer28478,S,f,"£71,099",5,Partial College,Skilled Manual,29,Y,,
customer28479,S,m,"£58,922",4,Graduate Degree,Skilled Manual,34,Y,,
customer28480,S,f,"£65,297",0,Partial High School,Professional,25,N,,
customer28481,S,f,"£74,405",0,Bachelors,Skilled Manual,35,Y,,
customer28482,S,m,"£72,561",2,Graduate Degree,Clerical,51,Y,,
customer28483,M,m,"£45,205",2,Graduate Degree,Management,40,Y,,
customer28484,M,f,"£79,754",3,Graduate Degree,Manual,55,Y,,
customer28485,S,f,"£32,306",0,Bachelors,Management,33,N,,
customer28486,S,f,"£66,988",2,Graduate Degree,Manual,25,Y,,
customer28487,M,m,"£89,090",0,High School,Clerical,40,N,,
customer28488,S,f,"£38,736",4,Bachelors,Manual,41,N,,
customer28489,S,f,"£35,684",0,Partial College,Professional,46,N,,
customer28490,S,m,"£80,076",4,Partial College,Management,37,Y,,
customer28491,M,m,"£39,888",4,Partial College,Professional,35,Y,,
customer28492,S,m,"£33,959",4,Graduate Degree,Skilled Manual,43,Y,,
customer28493,M,m,"£64,871",2,Graduate Degree,Professional,29,Y,,
customer28494,S,f,"£52,539",5,Partial High School,Management,26,N,,
customer28495,S,m,"£49,073",5,Partial High School,Professional,24,Y,,
customer28496,M,f,"£62,944",1,Bachelors,Management,39,Y,,
customer28497,M,m,"£42,011",1,Partial College,Skilled Manual,30,N,,
customer28498,M,m,"£56,719",1,High School,Manual,51,Y,,
customer28499,M,f,"£40,172",0,High School,Professional,45,Y,,
customer28500,S,m,"£58,520",4,Bachelors,Management,24,Y,,
customer28501,S,m,"£77,713",3,Partial High School,Management,45,Y,,
customer28502,S,m,"£30,818",0,Partial College,Manual,35,Y,,
customer28503,M,m,"£54,284",2,Graduate Degree,Clerical,22,N,,
customer28504,M,m,"£82,767",3,High School,Manual,25,Y,,
customer28505,S,m,"£39,185",4,High School,Manual,52,Y,,
customer28506,M,f,"£66,052",2,Partial College,Clerical,23,Y,,
customer28507,S,m,"£89,172",1,Bachelors,Manual,34,Y,,
customer28508,M,m,"£36,558",5,High School,Management,25,Y,,
customer28509,S,f,"£46,867",3,Partial High School,Manual,47,N,,
customer28510,M,f,"£89,963",4,High School,Skilled Manual,22,N,,
customer28511,M,f,"£68,415",1,Partial College,Professional,31,Y,,
customer28512,M,f,"£58,338",4,Partial College,Clerical,34,N,,
customer28513,S,m,"£54,151",3,Graduate Degree,Clerical,29,Y,,
customer28514,S,m,"£55,838",2,Partial College,Manual,49,Y,,
customer28515,S,m,"£51,922",5,High School,Clerical,39,Y,,
customer28516,M,f,"£75,785",4,High School,Manual,25,N,,
customer28517,S,m,"£84,876",4,Partial High School,Skilled Manual,46,Y,,
customer28518,S,m,"£31,191",5,Graduate Degree,Clerical,35,N,,
customer28519,S,m,"£47,143",3,Graduate Degree,Clerical,37,Y,,
customer28520,S,f,"£34,884",3,Partial College,Professional,37,N,,
customer28521,M,m,"£42,256",4,Partial College,Clerical,36,Y,,
customer28522,S,f,"£76,950",2,Partial College,Professional,26,Y,,
customer28523,M,f,"£61,942",1,Bachelors,Manual,34,Y,,
customer28524,S,m,"£54,897",0,High School,Manual,34,N,,
customer28525,M,f,"£60,602",0,Bachelors,Clerical,52,N,,
customer28526,M,f,"£69,671",2,Partial College,Skilled Manual,44,N,,
customer28527,S,f,"£48,675",5,High School,Management,51,Y,,
customer28528,M,f,"£55,504",3,Bachelors,Management,49,N,,
customer28529,M,m,"£63,556",0,Graduate Degree,Clerical,36,N,,
customer28530,M,f,"£83,989",0,Partial High School,Clerical,35,N,,
customer28531,S,f,"£68,285",2,Partial College,Skilled Manual,38,N,,
customer28532,S,m,"£51,435",5,Partial High School,Professional,35,Y,,
customer28533,S,f,"£85,815",4,Partial College,Manual,41,Y,,
customer28534,M,f,"£43,658",2,Partial College,Professional,24,Y,,
customer28535,S,m,"£41,137",4,Bachelors,Management,36,Y,,
customer28536,M,f,"£89,579",1,High School,Professional,34,Y,,
customer28537,M,m,"£74,602",4,High School,Management,29,Y,,
customer28538,S,f,"£31,321",3,Graduate Degree,Clerical,29,Y,,
customer28539,M,f,"£66,129",2,Partial High School,Management,22,Y,,
customer28540,M,f,"£70,240",0,Partial College,Management,54,Y,,
customer28541,M,f,"£87,834",1,Partial College,Clerical,25,N,,
customer28542,M,m,"£84,382",3,High School,Management,39,N,,
customer28543,M,f,"£60,096",3,High School,Skilled Manual,33,N,,
customer28544,S,f,"£79,898",3,Bachelors,Professional,22,N,,
customer28545,S,m,"£82,720",5,Partial College,Skilled Manual,42,N,,
customer28546,S,m,"£35,801",4,Bachelors,Skilled Manual,29,Y,,
customer28547,S,m,"£88,090",3,Partial High School,Professional,28,N,,
customer28548,M,m,"£54,183",3,Partial College,Clerical,22,Y,,
customer28549,M,m,"£84,574",3,Bachelors,Management,46,Y,,
customer28550,S,m,"£30,144",4,Bachelors,Manual,24,Y,,
customer28551,M,f,"£37,215",1,Partial High School,Skilled Manual,46,N,,
customer28552,M,f,"£80,955",1,Partial College,Skilled Manual,50,Y,,
customer28553,S,m,"£63,628",1,Graduate Degree,Professional,31,Y,,
customer28554,S,f,"£48,138",2,Partial High School,Skilled Manual,53,N,,
customer28555,S,f,"£82,127",4,Partial High School,Skilled Manual,54,Y,,
customer28556,S,m,"£67,491",1,Partial High School,Professional,45,Y,,
customer28557,S,m,"£45,815",1,Partial High School,Clerical,46,N,,
customer28558,S,m,"£42,735",1,Partial High School,Manual,45,N,,
customer28559,M,m,"£73,284",1,Partial College,Skilled Manual,31,Y,,
customer28560,M,m,"£67,216",1,Partial High School,Management,52,N,,
customer28561,M,m,"£64,910",4,Graduate Degree,Clerical,30,Y,,
customer28562,S,m,"£83,484",3,Partial College,Management,52,N,,
customer28563,M,f,"£67,529",4,High School,Manual,49,N,,
customer28564,M,f,"£63,131",3,Graduate Degree,Skilled Manual,55,Y,,
customer28565,S,f,"£31,469",4,Bachelors,Skilled Manual,30,N,,
customer28566,M,m,"£44,755",5,Partial College,Manual,51,Y,,
customer28567,M,f,"£88,657",0,Partial College,Manual,30,Y,,
customer28568,S,m,"£32,630",4,High School,Clerical,52,Y,,
customer28569,S,m,"£87,536",4,Graduate Degree,Manual,28,Y,,
customer28570,M,m,"£77,735",5,Partial College,Management,55,Y,,
customer28571,S,f,"£55,903",2,Partial College,Management,25,N,,
customer28572,M,f,"£61,068",2,Partial High School,Skilled Manual,53,Y,,
customer28573,S,f,"£52,128",5,Partial High School,Clerical,51,N,,
customer28574,M,m,"£56,356",2,High School,Manual,40,N,,
customer28575,S,f,"£69,316",5,Graduate Degree,Management,29,Y,,
customer28576,M,m,"£40,673",3,Partial College,Professional,43,N,,
customer28577,S,m,"£36,468",1,High School,Skilled Manual,55,Y,,
customer28578,M,m,"£75,814",5,Bachelors,Clerical,46,N,,
customer28579,M,m,"£68,267",2,Partial High School,Clerical,34,Y,,
customer28580,M,f,"£80,880",2,Partial High School,Professional,40,N,,
customer28581,S,m,"£31,160",4,Partial High School,Skilled Manual,36,Y,,
customer28582,S,f,"£46,867",1,Partial College,Skilled Manual,25,Y,,
customer28583,S,f,"£46,367",3,Partial High School,Professional,34,N,,
customer28584,M,m,"£73,839",5,High School,Professional,32,Y,,
customer28585,S,m,"£34,785",4,High School,Professional,24,N,,
customer28586,S,m,"£55,405",0,Partial High School,Professional,26,N,,
customer28587,S,f,"£55,303",1,Partial High School,Professional,32,N,,
customer28588,S,m,"£77,543",0,Partial College,Clerical,23,Y,,
customer28589,M,f,"£65,457",1,Graduate Degree,Management,45,N,,
customer28590,M,f,"£39,495",2,Bachelors,Skilled Manual,49,N,,
customer28591,M,f,"£61,395",2,Partial High School,Skilled Manual,44,N,,
customer28592,S,f,"£59,949",2,Graduate Degree,Skilled Manual,48,N,,
customer28593,M,m,"£48,029",5,Graduate Degree,Skilled Manual,54,Y,,
customer28594,M,m,"£69,437",2,High School,Clerical,22,N,,
customer28595,M,f,"£35,797",4,Partial High School,Professional,26,Y,,
customer28596,M,f,"£43,245",2,Graduate Degree,Professional,31,N,,
customer28597,S,m,"£45,781",3,Bachelors,Management,50,Y,,
customer28598,M,m,"£78,888",1,Partial High School,Manual,42,Y,,
customer28599,S,f,"£57,348",3,High School,Management,37,N,,
customer28600,S,f,"£81,802",5,Partial College,Manual,32,N,,
customer28601,S,f,"£81,845",4,Graduate Degree,Skilled Manual,31,N,,
customer28602,M,m,"£68,581",0,Bachelors,Clerical,31,Y,,
customer28603,M,f,"£73,716",2,Partial High School,Skilled Manual,44,N,,
customer28604,M,m,"£40,027",1,High School,Professional,40,N,,
customer28605,M,m,"£57,255",3,Bachelors,Clerical,36,Y,,
customer28606,S,f,"£46,570",0,Graduate Degree,Management,40,N,,
customer28607,M,f,"£76,356",3,Graduate Degree,Clerical,27,Y,,
customer28608,S,f,"£56,691",5,Partial High School,Skilled Manual,33,Y,,
customer28609,S,m,"£36,600",1,Partial High School,Manual,35,N,,
customer28610,M,m,"£36,187",1,Graduate Degree,Manual,41,Y,,
customer28611,S,f,"£45,566",5,Partial College,Management,32,N,,
customer28612,S,f,"£41,463",2,High School,Clerical,46,Y,,
customer28613,M,f,"£76,980",4,Graduate Degree,Manual,32,N,,
customer28614,S,f,"£73,637",3,Graduate Degree,Manual,53,Y,,
customer28615,M,m,"£62,635",5,Graduate Degree,Manual,35,Y,,
customer28616,S,m,"£60,353",4,Partial High School,Skilled Manual,34,Y,,
customer28617,S,m,"£68,655",1,Graduate Degree,Professional,36,Y,,
customer28618,M,m,"£57,145",2,Graduate Degree,Skilled Manual,31,N,,
customer28619,M,f,"£42,852",3,Bachelors,Management,33,N,,
customer28620,M,f,"£63,567",4,Bachelors,Management,27,Y,,
customer28621,M,f,"£87,348",1,High School,Clerical,30,N,,
customer28622,S,f,"£39,032",0,Bachelors,Professional,30,Y,,
customer28623,M,m,"£31,870",0,Graduate Degree,Manual,55,Y,,
customer28624,S,f,"£86,691",2,High School,Clerical,42,N,,
customer28625,M,f,"£61,985",5,Bachelors,Manual,51,N,,
customer28626,M,f,"£49,445",5,Partial College,Manual,29,N,,
customer28627,S,f,"£47,123",1,Partial High School,Professional,27,N,,
customer28628,S,m,"£68,500",5,Bachelors,Manual,28,Y,,
customer28629,S,m,"£42,933",0,Partial High School,Management,35,Y,,
customer28630,S,f,"£44,489",3,Partial High School,Management,54,N,,
customer28631,M,m,"£30,180",5,Graduate Degree,Manual,31,Y,,
customer28632,M,f,"£41,575",5,Partial College,Manual,24,Y,,
customer28633,M,f,"£88,290",4,Graduate Degree,Professional,52,Y,,
customer28634,S,m,"£58,481",1,High School,Professional,40,N,,
customer28635,M,m,"£44,019",5,Partial College,Skilled Manual,27,Y,,
customer28636,S,f,"£71,785",5,Bachelors,Clerical,24,N,,
customer28637,S,m,"£30,746",2,Partial College,Professional,23,Y,,
customer28638,M,f,"£55,775",0,Partial High School,Management,43,N,,
customer28639,M,f,"£37,336",2,Bachelors,Manual,36,Y,,
customer28640,M,m,"£32,868",4,High School,Skilled Manual,42,N,,
customer28641,S,m,"£34,783",3,High School,Clerical,45,N,,
customer28642,M,m,"£35,924",4,Bachelors,Manual,24,Y,,
customer28643,S,f,"£74,272",5,Partial College,Manual,45,Y,,
customer28644,M,f,"£88,365",2,Partial High School,Clerical,33,Y,,
customer28645,S,f,"£75,128",5,Graduate Degree,Skilled Manual,51,N,,
customer28646,S,f,"£76,224",0,High School,Manual,52,N,,
customer28647,S,f,"£47,590",5,High School,Professional,23,Y,,
customer28648,S,f,"£36,074",3,High School,Management,25,N,,
customer28649,M,m,"£53,667",3,Partial High School,Clerical,33,N,,
customer28650,S,m,"£87,495",1,Graduate Degree,Skilled Manual,46,Y,,
customer28651,M,m,"£78,579",2,Graduate Degree,Management,42,N,,
customer28652,S,f,"£48,616",4,High School,Management,51,N,,
customer28653,M,m,"£81,747",0,Graduate Degree,Clerical,43,Y,,
customer28654,S,f,"£48,990",0,Partial College,Clerical,25,Y,,
customer28655,S,m,"£51,333",4,High School,Professional,24,Y,,
customer28656,M,m,"£81,009",5,High School,Skilled Manual,36,N,,
customer28657,M,f,"£83,793",1,Partial High School,Manual,37,N,,
customer28658,S,m,"£65,280",2,High School,Clerical,25,Y,,
customer28659,S,f,"£73,850",5,High School,Skilled Manual,35,N,,
customer28660,S,m,"£33,953",5,Graduate Degree,Management,26,Y,,
customer28661,S,f,"£64,939",2,Bachelors,Management,22,N,,
customer28662,S,m,"£60,738",1,Partial High School,Manual,42,Y,,
customer28663,S,f,"£75,379",4,Partial College,Management,42,Y,,
customer28664,M,m,"£85,529",1,Partial High School,Skilled Manual,55,N,,
customer28665,S,m,"£43,244",1,Partial College,Skilled Manual,35,N,,
customer28666,M,f,"£78,306",0,Partial College,Clerical,51,N,,
customer28667,S,m,"£62,618",1,Partial High School,Professional,50,N,,
customer28668,S,m,"£63,350",4,Bachelors,Manual,22,Y,,
customer28669,M,f,"£56,620",2,High School,Clerical,44,N,,
customer28670,M,m,"£38,479",4,Partial High School,Skilled Manual,38,N,,
customer28671,S,m,"£41,791",5,Graduate Degree,Clerical,27,Y,,
customer28672,M,m,"£59,403",3,High School,Manual,51,N,,
customer28673,M,m,"£62,263",0,Partial College,Manual,26,N,,
customer28674,M,m,"£40,377",0,Partial College,Skilled Manual,37,Y,,
customer28675,S,m,"£65,722",5,Partial College,Skilled Manual,34,Y,,
customer28676,M,m,"£56,388",2,High School,Skilled Manual,48,N,,
customer28677,M,m,"£49,559",4,Partial High School,Management,40,Y,,
customer28678,M,m,"£75,654",5,High School,Skilled Manual,46,N,,
customer28679,M,m,"£55,457",1,Partial College,Skilled Manual,53,N,,
customer28680,S,m,"£64,192",1,Partial College,Professional,40,N,,
customer28681,S,f,"£60,020",3,Bachelors,Management,54,Y,,
customer28682,M,m,"£89,723",0,Graduate Degree,Professional,43,Y,,
customer28683,M,m,"£32,132",2,Graduate Degree,Management,37,Y,,
customer28684,M,f,"£31,410",5,High School,Skilled Manual,43,Y,,
customer28685,S,m,"£78,725",0,Graduate Degree,Skilled Manual,26,N,,
customer28686,S,f,"£81,779",5,High School,Professional,43,N,,
customer28687,S,m,"£62,038",0,Graduate Degree,Management,38,N,,
customer28688,S,m,"£51,781",1,Partial College,Skilled Manual,49,N,,
customer28689,M,f,"£89,575",5,Partial High School,Management,42,Y,,
customer28690,M,m,"£61,931",2,High School,Skilled Manual,40,N,,
customer28691,S,f,"£68,858",4,Graduate Degree,Professional,41,N,,
customer28692,M,m,"£69,339",2,High School,Manual,41,Y,,
customer28693,M,m,"£55,872",2,Partial College,Manual,23,N,,
customer28694,M,f,"£84,279",1,Partial College,Skilled Manual,46,Y,,
customer28695,M,m,"£83,914",2,Partial High School,Skilled Manual,24,N,,
customer28696,S,m,"£77,716",2,Graduate Degree,Skilled Manual,47,Y,,
customer28697,M,f,"£60,930",4,Partial College,Clerical,37,N,,
customer28698,S,m,"£50,503",1,Partial College,Professional,41,N,,
customer28699,M,f,"£31,155",2,Partial College,Management,24,Y,,
customer28700,M,f,"£65,786",3,Bachelors,Professional,48,N,,
customer28701,S,f,"£84,152",0,High School,Skilled Manual,44,N,,
customer28702,M,f,"£76,695",3,Partial College,Skilled Manual,38,Y,,
customer28703,M,m,"£75,211",3,Partial College,Manual,41,Y,,
customer28704,M,m,"£43,880",5,Partial High School,Management,24,Y,,
customer28705,S,m,"£48,439",2,High School,Clerical,45,Y,,
customer28706,M,f,"£43,384",4,Partial College,Professional,33,N,,
customer28707,M,m,"£65,376",3,Graduate Degree,Skilled Manual,24,N,,
customer28708,S,f,"£57,077",1,Partial High School,Manual,27,Y,,
customer28709,M,f,"£57,391",5,Bachelors,Management,25,N,,
customer28710,S,m,"£35,287",2,High School,Manual,33,N,,
customer28711,S,m,"£33,681",5,Bachelors,Manual,31,Y,,
customer28712,M,f,"£55,303",3,Partial College,Manual,55,N,,
customer28713,S,m,"£73,092",4,High School,Management,55,N,,
customer28714,M,m,"£65,430",3,Partial High School,Skilled Manual,42,N,,
customer28715,S,m,"£36,244",2,High School,Professional,52,N,,
customer28716,M,m,"£49,074",3,Partial College,Management,50,Y,,
customer28717,S,f,"£64,322",5,Partial College,Skilled Manual,34,N,,
customer28718,M,m,"£73,394",3,Bachelors,Professional,52,Y,,
customer28719,S,m,"£55,924",0,Partial College,Manual,24,Y,,
customer28720,S,m,"£47,164",2,Bachelors,Management,24,Y,,
customer28721,S,f,"£48,628",1,Partial High School,Professional,45,N,,
customer28722,M,m,"£71,692",3,Bachelors,Professional,37,N,,
customer28723,M,m,"£63,545",4,Partial High School,Professional,46,N,,
customer28724,M,m,"£57,698",0,High School,Manual,34,N,,
customer28725,S,f,"£41,565",1,Partial College,Professional,36,N,,
customer28726,M,f,"£83,602",0,Bachelors,Skilled Manual,49,Y,,
customer28727,S,m,"£41,510",2,Graduate Degree,Skilled Manual,53,Y,,
customer28728,M,m,"£87,798",3,High School,Management,55,N,,
customer28729,M,f,"£82,902",2,Graduate Degree,Professional,35,N,,
customer28730,M,f,"£56,152",5,Partial High School,Professional,44,Y,,
customer28731,S,f,"£75,143",1,Graduate Degree,Management,25,N,,
customer28732,S,m,"£62,407",2,Bachelors,Management,34,N,,
customer28733,S,f,"£85,233",0,Graduate Degree,Professional,44,N,,
customer28734,S,m,"£58,998",3,Partial High School,Professional,50,N,,
customer28735,S,m,"£30,161",2,Graduate Degree,Management,38,Y,,
customer28736,M,f,"£38,773",5,Partial High School,Skilled Manual,36,N,,
customer28737,M,f,"£61,379",3,High School,Manual,38,Y,,
customer28738,S,m,"£88,381",0,Partial College,Management,40,N,,
customer28739,S,f,"£80,002",4,Bachelors,Professional,38,N,,
customer28740,S,m,"£77,230",0,High School,Manual,52,N,,
customer28741,M,f,"£74,093",3,Graduate Degree,Manual,31,N,,
